,X,landcover_map_year,treatment,Lat_long,crop_type,mean_yield_control_kgha,mean_yield_treatment_kgha,yield_SD_control,yield_SD_treatment,replicates_control_summed,replicates_treatment_summed,n_aggregated,ma_id,measurement_id,study_id,control_id,author_year,title,study_pubyear,harvest_year,region,country,yield_unit,soil_type,temperature,precipitation,climate_zone,LRR,LRR_vi,reference,longitude_decimal,latitude_decimal,country_new,crop_type_grouped_small,crop_type_grouped_big,publication_to_harvest_year_difference,harvest_year_by_median,nat.hab.1000,nat.hab.2500,nat.hab.5000,nat.hab.edgelength.1000,nat.hab.edgelength.2500,nat.hab.edgelength.5000,nat.hab.peri.area.ratio.1000,nat.hab.peri.area.ratio.2500,nat.hab.peri.area.ratio.5000,nat.hab.wo.grass.1000,nat.hab.wo.grass.2500,nat.hab.wo.grass.5000,nat.hab.wo.grass.edgelength.1000,nat.hab.wo.grass.edgelength.2500,nat.hab.wo.grass.edgelength.5000,nat.hab.wo.grass.peri.area.ratio.1000,nat.hab.wo.grass.peri.area.ratio.2500,nat.hab.wo.grass.peri.area.ratio.5000,cropland.1000,cropland.2500,cropland.5000,crop.peri.area.ratio.1000,crop.peri.area.ratio.2500,crop.peri.area.ratio.5000,crop.edgelength.1000,crop.edgelength.2500,crop.edgelength.5000,inert.1000,inert.2500,inert.5000,inert.edgelength.1000,inert.edgelength.2500,inert.edgelength.5000,inert.peri.area.ratio.1000,inert.peri.area.ratio.2500,inert.peri.area.ratio.5000,shannon.1000,shannon.2500,shannon.5000,simpsonsevenness.1000,simpsonsevenness.2500,simpsonsevenness.5000,SR,temp_avg_1970-2000,prec_avg_1970-2000
28,28,1990,control conventional tillage-treatm no tillage,-14.19133.775,Maize,4809.666667,4476,218.2384018,348.1422123,15,15,3,D1120,5089,16,1,,,1997,1992,Bunda College,Malawi,kg/ha,,,,,NA,NA,"Materechera. S. A. and H. R. Mloza-Banda (1997). ""Soil penetration resistance. root growth and yield of maize as influenced by tillage system on ridges in Malawi."" Soil and Tillage Research 41(1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿",33.775,-14.191,Malawi,Maize,Grains,5,1990,0.917253203,0.895768627,0.883352182,1381092.071,6977383.177,28889402.84,0.486859886,0.40298103,0.422991425,0.917253203,0.895723748,0.882768733,1381092.071,6975912.679,28825059.26,0.486859886,0.402916287,0.422328268,0.071404531,0.092877721,0.113035287,1.551735411,1.107998555,0.951526955,342667.4415,1989128.623,8315880.737,0.011342266,0.011353653,0.003612531,34504.99164,303321.5836,474928.5641,0.983677416,1.38215132,1.700370701,1.000467447,1.082034738,1.154018786,2.330847356,2.462206462,2.601094677,694.8109355,19.85781264,78.83333333
29,29,1990,control conventional tillage-treatm no tillage,-29.53730.266,Maize,6399.625,6289.625,NA,NA,32,32,8,D1120,5078,14,1,,,1999,1982,Cedara Agriculture Research Station,South Africa,kg/ha,,,,,NA,NA,Lawrance. K. F.. Prinsloo. M. A. & Berry. W. A. J. Long and short term effects of tillage systems on grain yield. the incidence of diseases and production costs for maize. S Afr J Plant Soil 16. 85-91 (1999),30.266,-29.537,South Africa,Maize,Grains,17,1992,0.967809839,0.983168054,0.985887372,828476.7964,3436791.534,12711874.3,0.276118976,0.180404948,0.166358255,0.894625325,0.932083083,0.933107735,501471.4959,2151884.41,7708044.951,0.180805235,0.119148156,0.106579706,0.017082287,0.010365308,0.006259439,2.381438268,2.001833993,1.975415208,126118.6732,402056.6387,958366.771,0.015107875,0.006466638,0.007853189,133155.8512,420126.394,1936410.384,2.842908042,3.35292933,3.181364321,0.629145089,0.68154144,0.763198394,1.374137046,1.445798413,1.615479118,592.1975354,16.47220834,72.16666667
30,30,1990,control conventional tillage-treatm no tillage,31.051-97.35,Maize,7657,6428.666667,NA,NA,15,15,3,D1120,5386,24,1,,,1996,1981,Grassland Soil and Water Research Lab,USA,kg/ha,,,,,NA,NA,Potter. K. N.. Morrison. J. E. & Torbert. H. A. Tillage intensity effects on corn and grain sorghum growth and productivity on a vertisol. J Prod Agric 9. 385-390 (1996),-97.35,31.051,United States of America,Maize,Grains,15,1989,0.48841965,0.607227466,0.545772802,1228801.676,8151142.129,30989036.62,0.811260402,0.692557791,0.732359227,0.090088211,0.161899399,0.188303645,334627.5748,3012259.35,13864103.61,1.197747781,0.95992231,0.949644463,0.492278289,0.318208812,0.263371824,0.465959691,0.55530836,0.609773949,711356.6885,3424975.374,12451171.23,0.019302061,0.074563721,0.190855374,75535.07029,1375304.139,5562762.91,1.261875664,0.951612495,0.375936184,0.981574814,1.205525385,1.380528454,2.364229072,2.762510763,3.152074108,316.6205504,19.26531235,71.41666667
31,31,1990,control conventional tillage-treatm no tillage,35.699-80.622,Maize,5365,7295,NA,NA,8,8,2,D1120,5023,4,1,,,1996,1986,Salisbury,USA,kg/ha,,,,,NA,NA,"Cassel. D. K. and M. G. Wagger (1996). ""Residue management for irrigated maize grain and silage production."" Soil and Tillage Research 39(1ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï",-80.622,35.699,United States of America,Maize,Grains,10,1989,0.841503088,0.833910048,0.845184492,1769431.143,9433072.432,34784219.77,0.677353973,0.583027447,0.530304028,0.37043023,0.510092739,0.570346123,771458.2404,4860540.664,19305288.32,0.670878279,0.491123231,0.436146085,0.149393378,0.135029013,0.1389845,1.432261502,1.18027505,0.878268352,664226.0974,3092112.455,9473259.237,0.009103534,0.031060939,0.015831008,79121.74402,589910.7474,1962751.136,2.799777824,0.978873927,1.59753674,1.389850325,1.537041908,1.591584605,3.187799131,4.005216824,4.48425125,245.7261298,14.68037506,94.66666667
32,32,1990,control conventional tillage-treatm no tillage,37.995-100.815,Maize,4928.833333,5895.972222,NA,NA,144,144,36,D1120,5343,21,1,,,1996,1991,Southwest Reseach-Extension Center,USA,kg/ha,,,,,NA,NA,Norwood. C. A. & Currie. R. S. Tillage. planting date. and plant population effects on dryland corn. J Prod Agric 9. 119-122 (1996),-100.815,37.995,United States of America,Maize,Grains,5,1989,0.107308358,0.137210334,0.122395132,926577.0326,4963092.467,15807652.28,2.78010789,1.863358984,1.663310072,0.027976902,0.020418376,0.026345699,236030.7045,1044649.436,4873655.404,2.716330097,2.63560522,2.382402161,0.878784031,0.851286551,0.785996079,0.14470334,0.163257045,0.184705365,394954.4789,2697843.282,11272750.64,0.013907611,0.011503116,0.091608789,156599.1419,1016153.012,4637122.477,3.625354816,4.550662345,0.651900652,0.44278609,0.480987316,0.48890174,1.250889421,1.324209674,1.316073047,219.765702,12.21887493,41.16666667
33,33,1990,simplified vs diversified,33.446744-99.614065,Cotton-Canola,1012,1054.5,191.0602,502.593275,24,24,8,FEB23_440,10469,55,1,"Parajulee M.N., Slosser J.E.",Evaluation of potential relay strip crops for predator enhancement in Texas cotton,1999,NA,"the Texas Agricultural Experiment Station farm at Munday, Texas",United States of America,kg/ha,,,,,NA,NA,,-99.614065,33.446744,United States of America,Fibercrops,Others,NA,1992,0.244214865,0.11821992,0.086396465,859894.0399,3309656.108,9923076.73,1.134813589,1.443647672,1.480670944,0.177639236,0.08604064,0.058185628,671936.2945,2551873.768,7042117.659,1.219104374,1.529412244,1.560255535,0.682056655,0.833885176,0.901003419,0.196236484,0.103076402,0.05145491,415287.1755,1666849.907,3596210.298,0.073728479,0.047894904,0.012600116,219401.2712,696526.8967,827871.8857,0.959081574,0.749924587,0.847026044,0.775454762,0.468988235,0.394023953,1.72183065,1.289243173,1.196505112,273.5524697,17.48706261,55.16666667
34,34,1990,simplified vs diversified,33.446744-99.614065,Cotton-Sorghum,1012,931.3333333,234,521.4709963,36,36,12,FEB23_440,10473,55,1,"Parajulee M.N., Slosser J.E.",Evaluation of potential relay strip crops for predator enhancement in Texas cotton,1999,NA,"the Texas Agricultural Experiment Station farm at Munday, Texas",United States of America,kg/ha,,,,,NA,NA,,-99.614065,33.446744,United States of America,Other Grains,Other Grains,NA,1992,0.244214865,0.11821992,0.086396465,859894.0399,3309656.108,9923076.73,1.134813589,1.443647672,1.480670944,0.177639236,0.08604064,0.058185628,671936.2945,2551873.768,7042117.659,1.219104374,1.529412244,1.560255535,0.682056655,0.833885176,0.901003419,0.196236484,0.103076402,0.05145491,415287.1755,1666849.907,3596210.298,0.073728479,0.047894904,0.012600116,219401.2712,696526.8967,827871.8857,0.959081574,0.749924587,0.847026044,0.775454762,0.468988235,0.394023953,1.72183065,1.289243173,1.196505112,273.5524697,17.48706261,55.16666667
35,35,1990,simplified vs diversified,33.446744-99.614065,Cotton-Vetch,1012,906,135.099963,277.1281292,12,12,4,FEB23_440,10471,55,1,"Parajulee M.N., Slosser J.E.",Evaluation of potential relay strip crops for predator enhancement in Texas cotton,1999,NA,"the Texas Agricultural Experiment Station farm at Munday, Texas",United States of America,kg/ha,,,,,NA,NA,,-99.614065,33.446744,United States of America,Fibercrops,Others,NA,1992,0.244214865,0.11821992,0.086396465,859894.0399,3309656.108,9923076.73,1.134813589,1.443647672,1.480670944,0.177639236,0.08604064,0.058185628,671936.2945,2551873.768,7042117.659,1.219104374,1.529412244,1.560255535,0.682056655,0.833885176,0.901003419,0.196236484,0.103076402,0.05145491,415287.1755,1666849.907,3596210.298,0.073728479,0.047894904,0.012600116,219401.2712,696526.8967,827871.8857,0.959081574,0.749924587,0.847026044,0.775454762,0.468988235,0.394023953,1.72183065,1.289243173,1.196505112,273.5524697,17.48706261,55.16666667
36,36,1990,simplified vs diversified,33.446744-99.614065,Cotton-Wheat,1012,1075,135.099963,62.35382908,12,12,4,FEB23_440,10470,55,1,"Parajulee M.N., Slosser J.E.",Evaluation of potential relay strip crops for predator enhancement in Texas cotton,1999,NA,"the Texas Agricultural Experiment Station farm at Munday, Texas",United States of America,kg/ha,,,,,NA,NA,,-99.614065,33.446744,United States of America,Wheat,Grains,NA,1992,0.244214865,0.11821992,0.086396465,859894.0399,3309656.108,9923076.73,1.134813589,1.443647672,1.480670944,0.177639236,0.08604064,0.058185628,671936.2945,2551873.768,7042117.659,1.219104374,1.529412244,1.560255535,0.682056655,0.833885176,0.901003419,0.196236484,0.103076402,0.05145491,415287.1755,1666849.907,3596210.298,0.073728479,0.047894904,0.012600116,219401.2712,696526.8967,827871.8857,0.959081574,0.749924587,0.847026044,0.775454762,0.468988235,0.394023953,1.72183065,1.289243173,1.196505112,273.5524697,17.48706261,55.16666667
37,37,1990,simplified vs diversified,33.690142-101.824985,Cabbage-Mustard,29800,29800,NA,NA,NA,NA,32,FEB23_440,10497,56,2,"Bender D.A., Morrison W.P., Frisbie R.E.",Intercropping cabbage and Indian mustard for potential control of lepidopterous and other insects,1999,NA,"the Texas A&M Agricultural Research and Extension Center, Lubbock, Texas",United States of America,kg/ha,,,,,NA,NA,,-101.824985,33.690142,United States of America,Vegetables,Vegetables,NA,1992,0.09574646,0.132628632,0.204417568,673816.8605,3727348.889,17153662.51,2.268027621,1.449135553,1.081742748,0.045791406,0.074196145,0.099417336,332545.9741,1769259.557,7455797.275,2.340436749,1.229579071,0.966756983,0.884795334,0.856985324,0.769436466,0.082441823,0.088113042,0.149182581,226339.9512,1464425.642,8904417.879,0.019458206,0.010386045,0.026145966,77828.37729,307822.4841,2203763.449,1.289033979,1.528257069,1.086539783,0.387471939,0.500645173,0.688228537,1.220973957,1.318083165,1.549995241,256.8237001,15.32812514,41.08333333
38,38,1990,treat organic vs contr conventional,37.01-122.19,Fruit,2080,1400,1069.672847,820.853215,18,18,3,A288,8101,36,1,Gliessman et al.,Conversion to organic strawberry management changes ecological processes,1996,NA,,USA,Mg/ha,,,,,-0.36772478,0.02307795,,-122.19,37.01,United States of America,Fruits,Fruits,NA,1989,0.621534289,0.837936973,0.915540875,1255215.54,4861494.597,12127436.38,0.65037473,0.298941449,0.170631044,0.564495657,0.734421116,0.846213552,898617.2535,3279643.998,8227280.391,0.512654286,0.230096085,0.125240013,0.344075047,0.149232988,0.078010023,0.398443158,0.53643787,0.668868793,425705.3485,1553662.141,4050648.483,0.034390664,0.01283004,0.006449102,254558.9037,464136.6865,781282.8146,2.383736104,1.863998586,1.560543281,1.527310584,1.512718297,1.336841276,3.820313809,3.655974194,2.955641562,356,13.40830088,72.5
39,39,1990,treat organic vs contr conventional,42.99-81.23,Fruit,49365,27230,1930,17110,2,2,1,A288,8422,95,5,Sellen et al,A comparison of financial returns during early transition from conventional to organic vegetable production,1996,NA,,Canada,Mg/ha,,,,,-0.594922364,0.198176811,,-81.23,42.99,Canada,Fruits,Fruits,NA,1989,0.006211271,0.055843212,0.184207637,68663.14629,2487706.428,20529544.15,3.555126483,2.292229644,1.433640305,0.001269609,0.026496219,0.099798763,21266.54459,1079238.418,8185693.081,5.386898848,2.095862959,1.055112638,0.045041517,0.083151717,0.161240135,5.867881553,4.720293514,3.002112558,821831.0117,7628002.742,37629772.88,0.948747212,0.861005071,0.654552227,760370.5585,3553892.83,16424710.76,0.257742837,0.212387035,0.322791399,0.430738029,1.240179746,1.349985767,1.278429849,2.415629458,3.080329147,260.7092276,7.989375113,83.41666667
40,40,1990,treat organic vs contr conventional,42.99-81.23,Pulses,8190,7400,1900,760,2,2,1,A288,8421,95,4,Sellen et al,A comparison of financial returns during early transition from conventional to organic vegetable production,1996,NA,,Canada,Mg/ha,,,,,-0.101433898,0.032183656,,-81.23,42.99,Canada,Legumes,Vegetables,NA,1989,0.006211271,0.055843212,0.184207637,68663.14629,2487706.428,20529544.15,3.555126483,2.292229644,1.433640305,0.001269609,0.026496219,0.099798763,21266.54459,1079238.418,8185693.081,5.386898848,2.095862959,1.055112638,0.045041517,0.083151717,0.161240135,5.867881553,4.720293514,3.002112558,821831.0117,7628002.742,37629772.88,0.948747212,0.861005071,0.654552227,760370.5585,3553892.83,16424710.76,0.257742837,0.212387035,0.322791399,0.430738029,1.240179746,1.349985767,1.278429849,2.415629458,3.080329147,260.7092276,7.989375113,83.41666667
41,41,1990,treat organic vs contr conventional,42.99-81.23,Vegetables,29150,22230,21365.35045,17698.50841,6,6,3,A288,8418,95,1,Sellen et al,A comparison of financial returns during early transition from conventional to organic vegetable production,1996,NA,,Canada,Mg/ha,,,,,-0.214501491,0.184126635,,-81.23,42.99,Canada,Vegetables,Vegetables,NA,1989,0.006211271,0.055843212,0.184207637,68663.14629,2487706.428,20529544.15,3.555126483,2.292229644,1.433640305,0.001269609,0.026496219,0.099798763,21266.54459,1079238.418,8185693.081,5.386898848,2.095862959,1.055112638,0.045041517,0.083151717,0.161240135,5.867881553,4.720293514,3.002112558,821831.0117,7628002.742,37629772.88,0.948747212,0.861005071,0.654552227,760370.5585,3553892.83,16424710.76,0.257742837,0.212387035,0.322791399,0.430738029,1.240179746,1.349985767,1.278429849,2.415629458,3.080329147,260.7092276,7.989375113,83.41666667
42,42,1990,treat organic vs contr conventional,43.6710.32,Cereals,9833.333333,9700,2368.543856,692.820323,6,6,3,A288,8170,80,1,Pezzarossa et al.,Effects of conventional and alternative management systems on oil phosphorus content soil structure and corn yield,1995,NA,,Italy,Mg/ha,,,,,-0.107420249,0.001536121,,10.32,43.67,Italy,Other Grains,Other Grains,NA,1988,0.585161254,0.588109043,0.636938261,763495.0259,4384141.855,17047389.47,0.419540149,0.383519081,0.344238909,0.580169943,0.557864556,0.621310293,681561.681,3367810.676,14300801.7,0.377739863,0.31058404,0.296040581,0.413485487,0.405388215,0.332456285,0.212783057,0.266858536,0.355703824,273624.1576,2102771.026,9194405.879,0.001353258,0.006502742,0.030605453,17554.26219,496462.9491,3825853.013,4.171044071,3.927810799,1.607788347,1.622492736,1.703926085,1.865316071,3.978243062,4.352597753,5.268822329,265.7053832,14.07153265,75.5
43,43,1990,treat organic vs contr conventional,44.02-97.12,Oil Crops,37410,29240,4230,6030,8,8,1,A288,7878,26,2,Dobbs & Smolik,Productivity and Profitability of Conventional and Alternative Farming Systems: A Long-Term On-Farm Paired Comparison,1997,NA,,USA,Mg/ha,,,,,-0.246400413,0.006914202,,-97.12,44.02,United States of America,Oilcrops,Oilcrops,NA,1990,0.286216706,0.243562767,0.276434995,1456472.241,7348827.975,28884937.79,1.636118139,1.552143292,1.343823446,0.122857959,0.093809633,0.121503184,422997.1148,2533077.48,10574525.75,1.106984494,1.389074919,1.119275603,0.564568511,0.55285053,0.661973755,0.363553153,0.290081832,0.232597315,638376.8658,3117479.661,11972412.48,0.149214782,0.203586703,0.061591251,417678.6855,1418893.341,2501765.077,0.899990431,0.358529563,0.522385726,0.883654986,0.856262269,0.917725003,2.010678392,1.888651948,1.87326847,206.1255803,6.815729099,50.41666667
44,44,1990,treat organic vs contr conventional,44.25-79,Cereals,6725,6620,1895.257238,1838.477631,10,10,2,A288,8026,98,1,Stonehouse et al.,A case study approach to comparing weed management strategies under alternative farming systems in Ontario,1996,NA,,Canada,Mg/ha,,,,,-0.074215864,0.014989203,,-79,44.25,Canada,Other Grains,Other Grains,NA,1989,0.51315454,0.512855166,0.446406513,1298582.729,7106231.532,32389071.64,0.813589084,0.712764139,0.933057393,0.415162274,0.445205907,0.367480051,520045.1367,3304850.145,15027008.63,0.402723362,0.381849368,0.525870911,0.485107025,0.48492325,0.548944075,0.374374036,0.277659008,0.254814276,564884.4492,2617481.083,10877058.85,0.001738435,0.002221584,0.004649412,42423.53712,249563.5657,1727677.515,7.845706427,5.778560343,4.778648098,1.243259095,1.332813753,1.355581333,2.862421792,3.011214066,2.75465055,255.5945977,5.966354152,75.16666667
45,45,1990,treat organic vs contr conventional,45.37-63.4,Roots & Tubers,24813.33333,20990,16989.794,6681.085241,15,15,3,A288,8212,112,4,Warman & Havard,Yield vitamin and mineral contents of organically and conventionally grown potatoes and sweet corn,1998,NA,,Canada,Mg/ha,,,,,0.049754226,0.334596842,,-63.4,45.37,Canada,Tubercrops,Vegetables,NA,1991,0.523123192,0.547110957,0.656614414,922018.6713,5800494.401,20371820.92,0.566507144,0.545226336,0.398883247,0.521279374,0.546160437,0.655888213,898639.3062,5730623.249,20158298.91,0.554095368,0.539596154,0.39513947,0.456145668,0.412486524,0.300914144,0.290573202,0.339706624,0.38921402,412372.2794,2724749.324,9109713.493,0.020731139,0.040402519,0.042471442,245707.4963,1860122.941,7912335.091,3.80947286,2.36766597,2.39515721,1.549528159,1.69807421,1.753032018,3.306250925,3.897395162,4.161380631,231.8955027,5.745175481,99.41666667
46,46,1990,treat organic vs contr conventional,45.37-63.4,Vegetables,27198.88889,26975.55556,11707.00645,17225.68721,45,45,9,A288,8203,111,1,Warman & Havard,Yield vitamin and mineral contents of organically and conventionally grown carrots and cabbage,1997,NA,,Canada,Mg/ha,,,,,-0.10126979,0.012396761,,-63.4,45.37,Canada,Vegetables,Vegetables,NA,1990,0.523123192,0.547110957,0.656614414,922018.6713,5800494.401,20371820.92,0.566507144,0.545226336,0.398883247,0.521279374,0.546160437,0.655888213,898639.3062,5730623.249,20158298.91,0.554095368,0.539596154,0.39513947,0.456145668,0.412486524,0.300914144,0.290573202,0.339706624,0.38921402,412372.2794,2724749.324,9109713.493,0.020731139,0.040402519,0.042471442,245707.4963,1860122.941,7912335.091,3.80947286,2.36766597,2.39515721,1.549528159,1.69807421,1.753032018,3.306250925,3.897395162,4.161380631,231.8955027,5.745175481,99.41666667
47,47,1990,treat organic vs contr conventional,49.878.65,Cereals,36765,30257.5,18240.08772,16984.90212,12,12,4,A288,8321,47,1,IBDF Darmstadt b,1988-1991 Growth and yield of winter rye,1996,NA,,Germany,Mg/ha,,,,,-0.466694194,0.024729045,,8.65,49.87,Germany,Other Grains,Other Grains,NA,1989,0.099149785,0.23300477,0.550290512,882397.8488,6961536.613,19120078.83,2.8574993,1.534869683,0.446239509,0.098776836,0.23023032,0.54630099,878496.3973,6777115.425,18079566.87,2.855606389,1.512215112,0.425036669,0.035718016,0.080400604,0.143590736,5.69591534,3.85617532,1.585787559,633632.4083,6035105.611,17729686.69,0.865132199,0.686594625,0.306118752,985309.5939,5973509.591,14969082.93,0.365682102,0.446951475,0.628023111,1.542417774,1.563775266,1.400676723,3.550225841,3.658009021,2.77997691,234.7992383,10.20547924,53.16666667
48,48,1995,Cover crops,6.4000012.333342,Maize,200,3500,NA,NA,1,1,1,D473,1575,43,1,,,2004,NA,,Benin,Mg/ha,,27,1200,Tropical,NA,NA,,2.333342,6.400001,Benin,Maize,Grains,NA,1997,0.779082942,0.740727663,0.812271233,1843841.036,9875511.992,33690202.84,0.765752277,0.690186124,0.536792895,0.709310567,0.61615413,0.735426177,1538818.457,7581893.188,27392596.2,0.701939162,0.637020583,0.482056915,0.085270775,0.073150021,0.058004621,2.080139753,2.503685471,2.372130521,548206.5339,3537765.627,10631559.35,0.135646283,0.186122316,0.129724146,801277.3551,4143966.39,11783942.66,1.911276366,1.152611489,1.175639052,1.186409093,1.568245419,1.702104382,2.196527887,3.330923157,3.687813738,559.4147174,27.2394193,98.41666667
49,49,1995,Erosion simulation,49.71666667-112.8,Wheat,1.893,1.6615,0,0,160,160,40,D352,1294,6,1,Lamey et al. 2000,,2000,NA,,,kg/ha,sandy clay loams,,,,-0.200670695,0,,-112.8,49.71666667,Canada,Wheat,Grains,NA,1993,0.111118587,0.094867031,0.197809236,487674.9705,2987340.11,20349668.76,1.409200267,1.617766872,1.321285115,0.050558199,0.039310004,0.090751861,374417.4078,1762240.532,11763083.67,2.377898945,2.303078168,1.664759149,0.112892621,0.332084809,0.487233174,2.332896285,0.6905823,0.435956254,820223.1623,4463935.12,16538419.37,0.775988792,0.57304816,0.31495759,919592.5329,3895754.206,11313957.09,0.380512517,0.349258515,0.461368789,1.195651099,0.755276968,1.038635412,2.82561547,1.60796049,1.882141913,217.8180884,5.722020832,31.5
50,50,1995,Liming,-65.65,Upland Arable Land,2586.666667,3415,1751.113931,1452.824835,18,18,6,D973,4214,28,1,Fageria et al. 2002,,2002,1998,Capivara, Brazil,t/ha,Oxisol,,,,0.249,0.034,,-49.83333333,-15.81666667,Brazil,Grassland,Grassland,4,1995,0.169315554,0.258331803,0.289475948,565270.5017,3664346.347,14563607.62,1.079313771,0.733709282,0.650580219,0.169315554,0.257826338,0.288769345,565270.5017,3627288.513,14316475.25,1.079313771,0.727713101,0.641105333,0.830684446,0.741668197,0.710524052,0.067132041,0.088753628,0.097445082,172495.463,1272595.542,5354196.877,0,0,0,0,0,0,NA,NA,NA,0.640529321,0.842303286,0.939252115,1.434385016,1.74498955,1.895482711,736.0516025,23.27502076,138.3333333
51,51,1995,Liming,-33.216666666666722.0166666666667,Upland Arable Land,10728.33333,12935,23320.98197,17479.35067,120,120,60,D973,4410,58,1,Nixon et al. 2003,,2003,1995,Dalton, South Africa,t/ha,Humic soils,,,,0.086,0.051,,22.01666667,-33.21666667,South Africa,Grassland,Grassland,8,1996,0.901401949,0.835390867,0.920025476,465641.842,3441249.319,12789468.22,0.166497247,0.212430525,0.179218285,0.893899078,0.790752936,0.813969857,439079.937,2511003.382,8390081.575,0.158317402,0.163755913,0.132888545,0.000968136,0.059128726,0.047758911,6.481078223,1.499078438,1.118552319,19467.48576,1718827.807,4143630.647,0.097629916,0.105480407,0.032215613,310308.4293,1484474.897,2445349.17,1.024434529,0.725757558,0.978597643,0.091614032,0.734636884,1.068965962,1.030773332,1.500646858,2.132705528,408.4545121,15.32608326,21.83333333
