ma_id,row_id,study_id,comparison_id,author_year,title,study_pubyear,harvest_year,longitude,latitude,region,country,control_replicates,treatment_replicates,crop_type,treatment,yield_control,yield_treatment,yield_SD_control,yield_SD_treatment,yield_unit,soil_type,temperature,precipitation,climate_zone,LRR,LRR_vi,reference
D331,127,42,2,,Dynamics of crop yield and soil oxdizible organic carbon fraction within a maize-winter wheat-soy rotation under different tillage treatment in Longdong Loess Plateau,,,107°51′,35°39′,,China,4,4,Maize,Straw return,7070,7420,290,400,kg/ha,,,,,,,
D331,128,42,3,,Dynamics of crop yield and soil oxdizible organic carbon fraction within a maize-winter wheat-soy rotation under different tillage treatment in Longdong Loess Plateau,,,107°51′,35°39′,,China,4,4,Maize,Straw return,9130,10250,330,470,kg/ha,,,,,,,
D331,129,42,4,,Dynamics of crop yield and soil oxdizible organic carbon fraction within a maize-winter wheat-soy rotation under different tillage treatment in Longdong Loess Plateau,,,107°51′,35°39′,,China,4,4,Maize,Straw return,9470,9960,630,540,kg/ha,,,,,,,
D331,130,42,5,,Dynamics of crop yield and soil oxdizible organic carbon fraction within a maize-winter wheat-soy rotation under different tillage treatment in Longdong Loess Plateau,,,107°51′,35°39′,,China,4,4,Wheat,Straw return,4360,4890,200,100,kg/ha,,,,,,,
D331,131,42,6,,Dynamics of crop yield and soil oxdizible organic carbon fraction within a maize-winter wheat-soy rotation under different tillage treatment in Longdong Loess Plateau,,,107°51′,35°39′,,China,4,4,Wheat,Straw return,4770,4550,60,150,kg/ha,,,,,,,
D331,132,42,7,,Dynamics of crop yield and soil oxdizible organic carbon fraction within a maize-winter wheat-soy rotation under different tillage treatment in Longdong Loess Plateau,,,107°51′,35°39′,,China,4,4,Wheat,Straw return,1520,1280,210,180,kg/ha,,,,,,,
D331,133,42,8,,Dynamics of crop yield and soil oxdizible organic carbon fraction within a maize-winter wheat-soy rotation under different tillage treatment in Longdong Loess Plateau,,,107°51′,35°39′,,China,4,4,Wheat,Straw return,1540,1410,210,200,kg/ha,,,,,,,
D331,134,43,1,,Effects of straw deep returning with double lines width ridge on growth and yield of compact corn,,,119.22,41.14,,China,3,3,Maize,Straw return,11047,11214,1104.7,1121.4,kg/ha,,,,,,,
D331,135,44,1,,Effects of combining application of wheat straw with fertilization on yield and plant characteristics of summer maize,,,116.5646,33.26477,,China,4,4,Maize,Straw return,9579.58,10758.41,957.958,1075.841,kg/ha,,,,,,,
D331,136,44,2,,Effects of combining application of wheat straw with fertilization on yield and plant characteristics of summer maize,,,116.5646,33.26477,,China,4,4,Maize,Straw return,8926.88,9776.25,892.688,977.625,kg/ha,,,,,,,
D331,137,45,1,,Effects of long-term K application and straw returning on crop yield and soil K status in fluvo-aquic soil of Hebei Province,,,115.22,37.92,,China,4,4,Maize,Straw return,7966.3,8063.4,330,323.7,kg/ha,,,,,,,
D331,138,45,2,,Effects of long-term K application and straw returning on crop yield and soil K status in fluvo-aquic soil of Hebei Province,,,115.22,37.92,,China,4,4,Wheat,Straw return,6455.9,6673.3,171.4,158.1,kg/ha,,,,,,,
D331,139,46,1,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Maize,Straw return,6611,6777,661.1,677.7,kg/ha,,,,,,,
D331,140,46,2,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Maize,Straw return,6537,6629,653.7,662.9,kg/ha,,,,,,,
D331,141,46,3,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Maize,Straw return,6228,6062,622.8,606.2,kg/ha,,,,,,,
D331,142,46,4,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Maize,Straw return,6896,6771,689.6,677.1,kg/ha,,,,,,,
D331,143,46,5,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Maize,Straw return,4765,4950,476.5,495,kg/ha,,,,,,,
D331,144,46,6,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Maize,Straw return,6919,6964,691.9,696.4,kg/ha,,,,,,,
D331,145,46,7,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Maize,Straw return,6608,6596,660.8,659.6,kg/ha,,,,,,,
D331,146,46,8,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Maize,Straw return,7035,7095,703.5,709.5,kg/ha,,,,,,,
D331,147,46,9,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Maize,Straw return,7526,7680,752.6,768,kg/ha,,,,,,,
D331,148,46,10,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Maize,Straw return,6818,6968,681.8,696.8,kg/ha,,,,,,,
D331,149,46,11,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Maize,Straw return,8820,8513,882,851.3,kg/ha,,,,,,,
D331,150,46,12,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Maize,Straw return,8591,8662,859.1,866.2,kg/ha,,,,,,,
D331,151,46,13,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Maize,Straw return,9349,9581,934.9,958.1,kg/ha,,,,,,,
D331,152,46,14,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Wheat,Straw return,5325,5445,532.5,544.5,kg/ha,,,,,,,
D331,153,46,15,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Wheat,Straw return,6926,6917,692.6,691.7,kg/ha,,,,,,,
D331,154,46,16,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Wheat,Straw return,7361,7403,736.1,740.3,kg/ha,,,,,,,
D331,155,46,17,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Wheat,Straw return,6788,6615,678.8,661.5,kg/ha,,,,,,,
D331,156,46,18,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Wheat,Straw return,7058,6840,705.8,684,kg/ha,,,,,,,
D331,157,46,19,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Wheat,Straw return,6491,6146,649.1,614.6,kg/ha,,,,,,,
D331,158,46,20,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Wheat,Straw return,7155,7339,715.5,733.9,kg/ha,,,,,,,
D331,159,46,21,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Wheat,Straw return,6795,7155,679.5,715.5,kg/ha,,,,,,,
D331,160,46,22,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Wheat,Straw return,6698,6773,669.8,677.3,kg/ha,,,,,,,
D331,161,46,23,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Wheat,Straw return,6815,6884,681.5,688.4,kg/ha,,,,,,,
D331,162,46,24,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Wheat,Straw return,6461,6510,646.1,651,kg/ha,,,,,,,
D331,163,46,25,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Wheat,Straw return,6338,6495,633.8,649.5,kg/ha,,,,,,,
D331,164,46,26,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,,,115.22,37.92,,China,4,4,Wheat,Straw return,5903,6093,590.3,609.3,kg/ha,,,,,,,
D331,165,47,1,,Research on effects of different amount straws return to field on growth development and yield of maize,,,122.765409,41.516827,,China,3,3,Maize,Straw return,12342.7,12254.2,141.87,212.5,kg/ha,,,,,,,
D331,166,48,1,,Effects of application of potassium fertilizer and straw returning on crop yields and soil potassium balance in low-yielding fields,,,116°35′19.51″,39°35′51.75″,,China,3,3,Maize,Straw return,6939,7285.8,693.9,728.58,kg/ha,,,,,,,
D331,167,48,2,,Effects of application of potassium fertilizer and straw returning on crop yields and soil potassium balance in low-yielding fields,,,116°35′19.51″,39°35′51.75″,,China,3,3,Maize,Straw return,5630.7,5830.7,563.07,583.07,kg/ha,,,,,,,
D331,168,48,3,,Effects of application of potassium fertilizer and straw returning on crop yields and soil potassium balance in low-yielding fields,,,116°35′19.51″,39°35′51.75″,,China,3,3,Maize,Straw return,5764,6131.7,576.4,613.17,kg/ha,,,,,,,
D331,169,48,4,,Effects of application of potassium fertilizer and straw returning on crop yields and soil potassium balance in low-yielding fields,,,116°35′19.51″,39°35′51.75″,,China,3,3,Wheat,Straw return,3824.4,4048.4,382.44,404.84,kg/ha,,,,,,,
D331,170,48,5,,Effects of application of potassium fertilizer and straw returning on crop yields and soil potassium balance in low-yielding fields,,,116°35′19.51″,39°35′51.75″,,China,3,3,Wheat,Straw return,4071.5,4360.5,407.15,436.05,kg/ha,,,,,,,
D331,171,48,6,,Effects of application of potassium fertilizer and straw returning on crop yields and soil potassium balance in low-yielding fields,,,116°35′19.51″,39°35′51.75″,,China,3,3,Wheat,Straw return,3794.4,4035.1,379.44,403.51,kg/ha,,,,,,,
D331,172,49,1,,Effects of straw returning and plastic film mulching on Dryland maize yield in Northwest China,,,105.242061 ,35.210831,,China,3,3,Maize,Straw return,8560.4,8880.7,856.04,888.07,kg/ha,,,,,,,
D331,173,49,2,,Effects of straw returning and plastic film mulching on Dryland maize yield in Northwest China,,,105.242061 ,35.210831,,China,3,3,Maize,Straw return,7778.6,8134.7,777.86,813.47,kg/ha,,,,,,,
D331,174,49,3,,Effects of straw returning and plastic film mulching on Dryland maize yield in Northwest China,,,105.242061 ,35.210831,,China,3,3,Maize,Straw return,9438.1,9801.1,943.81,980.11,kg/ha,,,,,,,
D331,175,49,4,,Effects of straw returning and plastic film mulching on Dryland maize yield in Northwest China,,,105.242061 ,35.210831,,China,3,3,Maize,Straw return,8223.8,8419.5,822.38,841.95,kg/ha,,,,,,,
D331,176,50,1,,Effects of straw returning to field on soil respiration and soil water heat in winter wheat-summer maize rotation system under no tillage,,,108°7′,34°12′,,China,3,3,Maize,Straw return,9188.25,9696.33,918.825,969.633,kg/ha,,,,,,,
D331,177,50,2,,Effects of straw returning to field on soil respiration and soil water heat in winter wheat-summer maize rotation system under no tillage,,,108°7′,34°12′,,China,3,3,Maize,Straw return,11005.8,12940.95,1100.58,1294.095,kg/ha,,,,,,,
D331,178,50,3,,Effects of straw returning to field on soil respiration and soil water heat in winter wheat-summer maize rotation system under no tillage,,,108°7′,34°12′,,China,3,3,Maize,Straw return,9752.8,11027.3,975.28,1102.73,kg/ha,,,,,,,
D331,179,50,4,,Effects of straw returning to field on soil respiration and soil water heat in winter wheat-summer maize rotation system under no tillage,,,108°7′,34°12′,,China,3,3,Wheat,Straw return,5421,5494.15,542.1,549.415,kg/ha,,,,,,,
D331,180,50,5,,Effects of straw returning to field on soil respiration and soil water heat in winter wheat-summer maize rotation system under no tillage,,,108°7′,34°12′,,China,3,3,Wheat,Straw return,5866.2,6248.35,586.62,624.835,kg/ha,,,,,,,
D331,181,50,6,,Effects of straw returning to field on soil respiration and soil water heat in winter wheat-summer maize rotation system under no tillage,,,108°7′,34°12′,,China,3,3,Wheat,Straw return,6338,7058.6,633.8,705.86,kg/ha,,,,,,,
D331,182,51,1,,Effects of stalk returned to the field and film mulching on the soil physical and chemical characteristics and the maize growth,,,104°5′,35°53′,,China,3,3,Maize,Straw return,7684.5,7812.2,768.45,781.22,kg/ha,,,,,,,
D331,183,52,1,,Effects of straw returning and deep loosening on soil physical and chemical properties and maize yields,,,123°44′,42°50′,,China,3,3,Maize,Straw return,4929,5797,492.9,579.7,kg/ha,,,,,,,
D331,184,52,2,,Effects of straw returning and deep loosening on soil physical and chemical properties and maize yields,,,123°44′,42°50′,,China,3,3,Maize,Straw return,7318,7495,731.8,749.5,kg/ha,,,,,,,
D331,185,52,3,,Effects of straw returning and deep loosening on soil physical and chemical properties and maize yields,,,123°44′,42°50′,,China,3,3,Maize,Straw return,9458,9490,945.8,949,kg/ha,,,,,,,
D331,186,53,1,,Study on soil tillage type and fertilizer amount based on straw  incorporation in the North of Liaoning,,,123°35′58.86″,42°21′12.17″,,China,3,3,Maize,Straw return,9979,9142,1097,830,kg/ha,,,,,,,
D331,187,54,1,,Effects of long-term N application and straw returning on N budget under wheat-maize rotation system,,,108°2′,34°4′,,China,3,3,Maize,Straw return,8740,8172,1075,816,kg/ha,,,,,,,
D331,188,54,2,,Effects of long-term N application and straw returning on N budget under wheat-maize rotation system,,,108°2′,34°4′,,China,3,3,Maize,Straw return,7330,7911,329,321,kg/ha,,,,,,,
D331,189,54,3,,Effects of long-term N application and straw returning on N budget under wheat-maize rotation system,,,108°2′,34°4′,,China,3,3,Maize,Straw return,9988,11236,333,258,kg/ha,,,,,,,
D331,190,54,4,,Effects of long-term N application and straw returning on N budget under wheat-maize rotation system,,,108°2′,34°4′,,China,3,3,Maize,Straw return,8668,8943,866,347,kg/ha,,,,,,,
