"","DatasetID","Source","Country","SiteRegion","Latitude","Longitude","Croptype","Treatment","QualityOfDataPoint","Coordinate_format","ControlTreatm","Yield_mean","Yield_median","Yield_se","ObjectID"
"142","D1120","Wagger & Denton (1992)","USA","North Carolina",36.38,-79.695,"Maize","Straw addition","Control: conventional tillage, Treatment: no tillage",NA,"Treatment",5196.92307692308,6630,690.599316661673,142
"143","D1120","Watts & Torbert (2011)","USA","Alabama",34.287,-85.965,"Maize","Straw addition","Control: conventional tillage, Treatment: no tillage",NA,"Control",7302.51612903226,7513,348.477807784384,143
"144","D1120","Watts & Torbert (2011)","USA","Alabama",34.287,-85.965,"Maize","Straw addition","Control: conventional tillage, Treatment: no tillage",NA,"Treatment",6015.41935483871,6561,324.139120451185,144
"145","D1120","Zougmore et al. (2006)","Japan","Ishigaki",24.378,124.194,"Maize","Straw addition","Control: conventional tillage, Treatment: no tillage",NA,"Control",4323.5,4323.5,714.5,145
"146","D1120","Zougmore et al. (2006)","Japan","Ishigaki",24.378,124.194,"Maize","Straw addition","Control: conventional tillage, Treatment: no tillage",NA,"Treatment",3887,3887,328,146
"147","D309","Ai  et al. (2014)","China","Anhui",30.47990321,115.4786022,"Rice","Straw addition",NA,NA,"Control",5982,5982,NA,147
"148","D309","Ai  et al. (2014)","China","Anhui",30.47990321,115.4786022,"Rice","Straw addition",NA,NA,"Treatment",6412,6412,NA,148
"149","D309","Ai  et al. (2014)","China","Anhui",30.93797407,118.3293252,"Rice","Straw addition",NA,NA,"Control",5982,5982,NA,149
"150","D309","Ai  et al. (2014)","China","Anhui",30.93797407,118.3293252,"Rice","Straw addition",NA,NA,"Treatment",6189,6189,NA,150
"151","D309","Ai  et al. (2015)","China","Jiangsu",32.01,119.61,"Rice","Straw addition",NA,NA,"Control",9912,9912,0,151
"152","D309","Ai  et al. (2015)","China","Jiangsu",32.01,119.61,"Rice","Straw addition",NA,NA,"Treatment",10060,10060,187,152
"153","D309","Ai  et al. (2015)","China","Jiangsu",32.02,119.63,"Rice","Straw addition",NA,NA,"Control",8559,8559,0,153
"154","D309","Ai  et al. (2015)","China","Jiangsu",32.02,119.63,"Rice","Straw addition",NA,NA,"Treatment",8784.5,8784.5,117.5,154
"155","D309","Ai  et al. (2015)","China","Jiangsu",32.53,120.07,"Rice","Straw addition",NA,NA,"Control",9081,9081,0,155
"156","D309","Ai  et al. (2015)","China","Jiangsu",32.53,120.07,"Rice","Straw addition",NA,NA,"Treatment",9042,9042,141,156
"157","D309","Ai  et al. (2015)","China","Jiangsu",32.54,120.06,"Rice","Straw addition",NA,NA,"Control",8890.75,8890.75,0.25,157
"158","D309","Ai  et al. (2015)","China","Jiangsu",32.54,120.06,"Rice","Straw addition",NA,NA,"Treatment",8865.25,8865.25,151.75,158
"159","D309","Bao  et al. (2014)","China","Anhui",30.59,117.61,"Rice","Straw addition",NA,NA,"Control",6285,6285,NA,159
"160","D309","Bao  et al. (2014)","China","Anhui",30.59,117.61,"Rice","Straw addition",NA,NA,"Treatment",6945,6945,NA,160
"161","D309","Bao  et al. (2015)","China","Anhui",30.76222058,117.6321814,"Rice","Straw addition",NA,NA,"Control",9065,9065,NA,161
"162","D309","Bao  et al. (2015)","China","Anhui",30.76222058,117.6321814,"Rice","Straw addition",NA,NA,"Treatment",9092,9092,NA,162
"163","D309","Bi et al. (2009)","China","Hunan",26.45,111.52,"Rice","Straw addition",NA,NA,"Control",5290,5290,0,163
"164","D309","Bi et al. (2009)","China","Hunan",26.45,111.52,"Rice","Straw addition",NA,NA,"Treatment",5586.66666666667,5310,276.666666666667,164
"165","D309","Bi et al. (2009)","China","Hunan",26.5,111.5,"Rice","Straw addition",NA,NA,"Control",4130,4130,NA,165
"166","D309","Bi et al. (2009)","China","Hunan",26.5,111.5,"Rice","Straw addition",NA,NA,"Treatment",4940,4940,NA,166
"167","D309","Bi et al. (2009)","China","Jiangxi",28.2,116.1,"Rice","Straw addition",NA,NA,"Control",4250,4250,0,167
"168","D309","Bi et al. (2009)","China","Jiangxi",28.2,116.1,"Rice","Straw addition",NA,NA,"Treatment",4820,4820,60,168
"169","D309","Bi et al. (2009)","China","Jiangxi",28.3,115.6,"Rice","Straw addition",NA,NA,"Control",5660,5660,NA,169
"170","D309","Bi et al. (2009)","China","Jiangxi",28.3,115.6,"Rice","Straw addition",NA,NA,"Treatment",6200,6200,NA,170
"171","D309","Bi et al. (2009)","China","Jiangxi",28.34,115.56,"Rice","Straw addition",NA,NA,"Control",5660,5660,0,171
"172","D309","Bi et al. (2009)","China","Jiangxi",28.34,115.56,"Rice","Straw addition",NA,NA,"Treatment",6090,6090,40,172
"173","D309","Bian  et al. (2016)","China","Jiangsu",32.67,119.87,"Rice","Straw addition",NA,NA,"Control",8490,8490,0,173
"174","D309","Bian  et al. (2016)","China","Jiangsu",32.67,119.87,"Rice","Straw addition",NA,NA,"Treatment",9165,9165,285,174
"175","D309","Chai  et al. (2011)","China","Hunan",28.69845546,112.8963704,"Rice","Straw addition",NA,NA,"Control",6437,6437,0,175
"176","D309","Chai  et al. (2011)","China","Hunan",28.69845546,112.8963704,"Rice","Straw addition",NA,NA,"Treatment",7664,7664,10,176
"177","D309","Chen  et al. (2007)","China","Zhejiang",30.17271802,120.4509822,"Late Rice","Straw addition",NA,NA,"Control",6641.5,6641.5,184.5,177
"178","D309","Chen  et al. (2007)","China","Zhejiang",30.17271802,120.4509822,"Late Rice","Straw addition",NA,NA,"Treatment",6892,6892,129,178
"179","D309","Chen  et al. (2007)","China","Zhejiang",30.28323281,120.5455022,"Late Rice","Straw addition",NA,NA,"Control",7108,7108,NA,179
"180","D309","Chen  et al. (2007)","China","Zhejiang",30.28323281,120.5455022,"Late Rice","Straw addition",NA,NA,"Treatment",8242,8242,NA,180
"181","D309","Chen  et al. (2008)","China","Guangdong",19.70570084,110.3268941,"Late Rice","Straw addition",NA,NA,"Control",4965,4965,15,181
"182","D309","Chen  et al. (2008)","China","Guangdong",19.70570084,110.3268941,"Late Rice","Straw addition",NA,NA,"Treatment",5407.5,5407.5,202.5,182
"183","D309","Chen  et al. (2008)","China","Guangdong",19.70570084,110.3268941,"Rice","Straw addition",NA,NA,"Control",4950,4950,NA,183
"184","D309","Chen  et al. (2008)","China","Guangdong",19.70570084,110.3268941,"Rice","Straw addition",NA,NA,"Treatment",5205,5205,NA,184
"185","D309","Chen  et al. (2008)","China","Zhejiang",30.17182759,120.4502527,"Late Rice","Straw addition",NA,NA,"Control",6641.5,6641.5,184.5,185
"186","D309","Chen  et al. (2008)","China","Zhejiang",30.17182759,120.4502527,"Late Rice","Straw addition",NA,NA,"Treatment",6892,6892,129,186
"187","D309","Chen  et al. (2008)","China","Zhejiang",30.17182759,120.4502527,"Rice","Straw addition",NA,NA,"Control",6826,6826,NA,187
"188","D309","Chen  et al. (2008)","China","Zhejiang",30.17182759,120.4502527,"Rice","Straw addition",NA,NA,"Treatment",6763,6763,NA,188
"189","D309","Chen  et al. (2008)","China","Zhejiang",30.28041627,120.540991,"Late Rice","Straw addition",NA,NA,"Control",7108,7108,NA,189
"190","D309","Chen  et al. (2008)","China","Zhejiang",30.28041627,120.540991,"Late Rice","Straw addition",NA,NA,"Treatment",8242,8242,NA,190
"191","D309","Chen  et al. (2008)","China","Zhejiang",30.28041627,120.540991,"Rice","Straw addition",NA,NA,"Control",7108,7108,0,191
"192","D309","Chen  et al. (2008)","China","Zhejiang",30.28041627,120.540991,"Rice","Straw addition",NA,NA,"Treatment",7561,7583,83.86298349093,192
"193","D309","Chen  et al. (2010)","China","Zhejiang",29.16340551,111.3695369,"Late Rice","Straw addition",NA,NA,"Control",7722.5,7722.5,58.0237020535574,193
"194","D309","Chen  et al. (2010)","China","Zhejiang",29.16340551,111.3695369,"Late Rice","Straw addition",NA,NA,"Treatment",7906,7945,71.3138602704037,194
"195","D309","Chen  et al. (2010)","China","Zhejiang",29.16340551,111.3695369,"Rice","Straw addition",NA,NA,"Control",7823,7823,0,195
"196","D309","Chen  et al. (2010)","China","Zhejiang",29.16340551,111.3695369,"Rice","Straw addition",NA,NA,"Treatment",7867,7867,156,196
"197","D309","Chen  et al. (2010)","China","Zhejiang",30.07377348,121.0010173,"Late Rice","Straw addition",NA,NA,"Control",10007,10007,NA,197
"198","D309","Chen  et al. (2010)","China","Zhejiang",30.07377348,121.0010173,"Late Rice","Straw addition",NA,NA,"Treatment",10614,10614,NA,198
"199","D309","Chen  et al. (2010)","China","Zhejiang",30.07377348,121.0010173,"Rice","Straw addition",NA,NA,"Control",10007,10007,0,199
"200","D309","Chen  et al. (2010)","China","Zhejiang",30.07377348,121.0010173,"Rice","Straw addition",NA,NA,"Treatment",9957.5,9932.5,37.9967103839267,200
"201","D309","Chen  et al. (2010)","China","Zhejiang",30.27493254,120.5521391,"Late Rice","Straw addition",NA,NA,"Control",6703,6826,123,201
"202","D309","Chen  et al. (2010)","China","Zhejiang",30.27493254,120.5521391,"Late Rice","Straw addition",NA,NA,"Treatment",6913.33333333333,6956,77.473292889299,202
"203","D309","Chen  et al. (2010)","China","Zhejiang",30.27493254,120.5521391,"Rice","Straw addition",NA,NA,"Control",7021,7021,NA,203
"204","D309","Chen  et al. (2010)","China","Zhejiang",30.27493254,120.5521391,"Rice","Straw addition",NA,NA,"Treatment",6763,6763,NA,204
"205","D309","Chen  et al. (2010)","China","Zhejiang",30.27693254,120.5501391,"Late Rice","Straw addition",NA,NA,"Control",7108,7108,NA,205
"206","D309","Chen  et al. (2010)","China","Zhejiang",30.27693254,120.5501391,"Late Rice","Straw addition",NA,NA,"Treatment",8242,8242,NA,206
"207","D309","Chen  et al. (2010)","China","Zhejiang",30.27693254,120.5501391,"Rice","Straw addition",NA,NA,"Control",7108,7108,0,207
"208","D309","Chen  et al. (2010)","China","Zhejiang",30.27693254,120.5501391,"Rice","Straw addition",NA,NA,"Treatment",7561,7583,83.86298349093,208
"209","D309","Chen  et al. (2010)","China","Zhejiang",30.28115747,120.5395319,"Late Rice","Straw addition",NA,NA,"Control",6492,6492,NA,209
"210","D309","Chen  et al. (2010)","China","Zhejiang",30.28115747,120.5395319,"Late Rice","Straw addition",NA,NA,"Treatment",7644,7644,NA,210
"211","D309","Chen  et al. (2010)","China","Zhejiang",30.28115747,120.5395319,"Rice","Straw addition",NA,NA,"Control",6492,6492,0,211
"212","D309","Chen  et al. (2010)","China","Zhejiang",30.28115747,120.5395319,"Rice","Straw addition",NA,NA,"Treatment",6985.33333333333,7008,115.450326018499,212
"213","D309","Chen  et al. (2012)","China","Hunan",28.50378029,112.5074991,"Late Rice","Straw addition",NA,NA,"Control",6080,6080,NA,213
"214","D309","Chen  et al. (2012)","China","Hunan",28.50378029,112.5074991,"Late Rice","Straw addition",NA,NA,"Treatment",6599,6599,NA,214
"215","D309","Chen  et al. (2013)","China","Jiangsu",32.03210548,120.1742907,"Rice","Straw addition",NA,NA,"Control",9133.5,9133.5,0,215
"216","D309","Chen  et al. (2013)","China","Jiangsu",32.03210548,120.1742907,"Rice","Straw addition",NA,NA,"Treatment",9753.5,9799.5,137.897606940802,216
"217","D309","Chen  et al. (2013)","China","Jiangsu",33.17083041,119.1786863,"Rice","Straw addition",NA,NA,"Control",6892.5,7300,1006.45727678824,217
"218","D309","Chen  et al. (2013)","China","Jiangsu",33.17083041,119.1786863,"Rice","Straw addition",NA,NA,"Treatment",7102.5,7525,965.491023607504,218
"219","D309","Chen  et al. (2014)","China","Fujian",27.37396461,117.7253101,"Rice","Straw addition",NA,NA,"Control",6720,6720,0,219
"220","D309","Chen  et al. (2014)","China","Fujian",27.37396461,117.7253101,"Rice","Straw addition",NA,NA,"Treatment",7128.75,7140,49.8905051086878,220
"221","D309","Chen  et al. (2014)","China","Hubei",31.58842948,121.5289256,"Rice","Straw addition",NA,NA,"Control",5513,5513,0,221
"222","D309","Chen  et al. (2014)","China","Hubei",31.58842948,121.5289256,"Rice","Straw addition",NA,NA,"Treatment",5519,5519,31,222
"223","D309","Chen  et al. (2014)","China","Hubei",31.60651538,121.5310159,"Rice","Straw addition",NA,NA,"Control",5431.5,5431.5,81.5,223
"224","D309","Chen  et al. (2014)","China","Hubei",31.60651538,121.5310159,"Rice","Straw addition",NA,NA,"Treatment",5572,5572,78,224
"225","D309","Chen  et al. (2014)","China","Hubei",31.60979347,121.5469483,"Rice","Straw addition",NA,NA,"Control",5350,5350,0,225
"226","D309","Chen  et al. (2014)","China","Hubei",31.60979347,121.5469483,"Rice","Straw addition",NA,NA,"Treatment",5894,5894,100,226
"227","D309","Chen  et al. (2014)","China","Hubei",31.65718507,121.4864938,"Rice","Straw addition",NA,NA,"Control",6325,6325,0,227
"228","D309","Chen  et al. (2014)","China","Hubei",31.65718507,121.4864938,"Rice","Straw addition",NA,NA,"Treatment",6438,6438,25,228
"229","D309","Chen  et al. (2014)","China","Hubei",31.66038116,121.4867026,"Rice","Straw addition",NA,NA,"Control",6325,6325,NA,229
"230","D309","Chen  et al. (2014)","China","Hubei",31.66038116,121.4867026,"Rice","Straw addition",NA,NA,"Treatment",6325,6325,NA,230
"231","D309","Chen  et al. (2014)","China","Hunan",28.53069444,112.6640278,"Rice","Straw addition",NA,NA,"Control",6330,6330,NA,231
"232","D309","Chen  et al. (2014)","China","Hunan",28.53069444,112.6640278,"Rice","Straw addition",NA,NA,"Treatment",6449,6449,NA,232
"233","D309","Chen  et al. (2014)","China","Hunan",28.54565444,112.6351778,"Late Rice","Straw addition",NA,NA,"Control",7612,7612,NA,233
"234","D309","Chen  et al. (2014)","China","Hunan",28.54565444,112.6351778,"Late Rice","Straw addition",NA,NA,"Treatment",7916,7916,NA,234
"235","D309","Chen  et al. (2014)","China","Jiangsu",33.34277545,119.250643,"Rice","Straw addition",NA,NA,"Control",9731,9731,NA,235
"236","D309","Chen  et al. (2014)","China","Jiangsu",33.34277545,119.250643,"Rice","Straw addition",NA,NA,"Treatment",11115,11115,NA,236
"237","D309","Chen  et al. (2014)","China","Jiangxi",28.97536721,116.1834699,"Rice","Straw addition",NA,NA,"Control",6191.64,6191.64,0,237
"238","D309","Chen  et al. (2014)","China","Jiangxi",28.97536721,116.1834699,"Rice","Straw addition",NA,NA,"Treatment",6842,6838,126.455525778829,238
"239","D309","Chen  et al. (2014)","China","Jiangxi",28.98734621,116.1742569,"Rice","Straw addition",NA,NA,"Control",6191.64,6191.64,NA,239
"240","D309","Chen  et al. (2014)","China","Jiangxi",28.98734621,116.1742569,"Rice","Straw addition",NA,NA,"Treatment",7008,7008,NA,240
"241","D309","Chen  et al. (2014)","China","Sichuan",31.12,104.45,"Rice","Straw addition",NA,NA,"Control",7764,7764,0,241
"242","D309","Chen  et al. (2014)","China","Sichuan",31.12,104.45,"Rice","Straw addition",NA,NA,"Treatment",8097.48,8096.4,140.410862827632,242
"243","D309","Chen  et al. (2014)","China","Sichuan",31.18,104.43,"Rice","Straw addition",NA,NA,"Control",8662.94,8663,0.0599999999998545,243
"244","D309","Chen  et al. (2014)","China","Sichuan",31.18,104.43,"Rice","Straw addition",NA,NA,"Treatment",8691.22,8688,82.8624667747709,244
"245","D309","Chen  et al. (2014)","China","Zhongqing",28.96,105.93,"Rice","Straw addition",NA,NA,"Control",8325,8325,0,245
"246","D309","Chen  et al. (2014)","China","Zhongqing",28.96,105.93,"Rice","Straw addition",NA,NA,"Treatment",9435,9435,320.429399400242,246
"247","D309","Chen  et al. (2014)","China","Zhongqing",29.06,106.19,"Rice","Straw addition",NA,NA,"Control",7710,7710,0,247
"248","D309","Chen  et al. (2014)","China","Zhongqing",29.06,106.19,"Rice","Straw addition",NA,NA,"Treatment",9005,8880,433.214727358154,248
"249","D309","Chen  et al. (2014)","China","Zhongqing",29.06,106.46,"Rice","Straw addition",NA,NA,"Control",8880,8880,0,249
"250","D309","Chen  et al. (2014)","China","Zhongqing",29.06,106.46,"Rice","Straw addition",NA,NA,"Treatment",8760,8325,527.565161852069,250
"251","D309","Chen  et al. (2014)","China","Zhongqing",29.17,105.96,"Rice","Straw addition",NA,NA,"Control",7950,7950,0,251
"252","D309","Chen  et al. (2014)","China","Zhongqing",29.17,105.96,"Rice","Straw addition",NA,NA,"Treatment",7985,8040,111.691539518443,252
"253","D309","Chen  et al. (2015)","China","Anhui",31.96822598,117.5914999,"Rice","Straw addition",NA,NA,"Control",8319,8319,NA,253
"254","D309","Chen  et al. (2015)","China","Anhui",31.96822598,117.5914999,"Rice","Straw addition",NA,NA,"Treatment",9565,9565,NA,254
"255","D309","Chen  et al. (2016)","China","Zhejiang",30.402905,120.060646,"Rice","Straw addition",NA,NA,"Control",11438,11438,NA,255
"256","D309","Chen  et al. (2016)","China","Zhejiang",30.402905,120.060646,"Rice","Straw addition",NA,NA,"Treatment",11520,11520,NA,256
"257","D309","Cheng  et al. (2014)","China","Hubei",29.8406625,114.3238836,"Rice","Straw addition",NA,NA,"Control",7273,7273,0,257
"258","D309","Cheng  et al. (2014)","China","Hubei",29.8406625,114.3238836,"Rice","Straw addition",NA,NA,"Treatment",7916.5,7916.5,47.5,258
"259","D309","Dai  et al. (2003)","China","Hunan",27.23330554,112.8456112,"Late Rice","Straw addition",NA,NA,"Control",6970,6970,NA,259
